"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2025-03-08T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",100.96,"provisorisch"
"2025-03-08T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-08T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",5.75,"provisorisch"
"2025-03-08T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.28,"provisorisch"
"2025-03-08T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",9.03,"provisorisch"
"2025-03-08T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",95.27,"provisorisch"
"2025-03-08T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",115.04,"provisorisch"
"2025-03-08T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-09T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-03-09T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-03-09T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",18.62,"provisorisch"
"2025-03-09T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.52,"provisorisch"
"2025-03-09T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",30.2,"provisorisch"
"2025-03-09T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",57.33,"provisorisch"
"2025-03-09T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",25.24,"provisorisch"
"2025-03-09T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",19.54,"provisorisch"
"2025-03-09T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",97.98,"provisorisch"
"2025-03-09T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-09T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-03-09T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",35.17,"provisorisch"
"2025-03-09T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",13.3,"provisorisch"
"2025-03-09T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",46.88,"provisorisch"
"2025-03-09T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",40.34,"provisorisch"
"2025-03-09T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",20.98,"provisorisch"
"2025-03-09T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",17.86,"provisorisch"
"2025-03-09T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",101.02,"provisorisch"
"2025-03-09T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-09T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",19954.87,"provisorisch"
"2025-03-09T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",35.7,"provisorisch"
"2025-03-09T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",12.56,"provisorisch"
"2025-03-09T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",49.02,"provisorisch"
"2025-03-09T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",44.25,"provisorisch"
"2025-03-09T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",23.6,"provisorisch"
"2025-03-09T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",20.16,"provisorisch"
"2025-03-09T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",100.78,"provisorisch"
"2025-03-09T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-09T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.15,"provisorisch"
"2025-03-09T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.83,"provisorisch"
"2025-03-09T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",6.65,"provisorisch"
"2025-03-09T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",99.9,"provisorisch"
"2025-03-09T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",110.93,"provisorisch"
"2025-03-09T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-10T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-03-10T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-03-10T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",15.75,"provisorisch"
"2025-03-10T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",2.93,"provisorisch"
"2025-03-10T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",25.63,"provisorisch"
"2025-03-10T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",54.63,"provisorisch"
"2025-03-10T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",16.28,"provisorisch"
"2025-03-10T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",10.11,"provisorisch"
"2025-03-10T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",81.48,"provisorisch"
"2025-03-10T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-10T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-03-10T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",27.13,"provisorisch"
"2025-03-10T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",8.88,"provisorisch"
"2025-03-10T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",38.27,"provisorisch"
"2025-03-10T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",46.97,"provisorisch"
"2025-03-10T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",13.41,"provisorisch"
"2025-03-10T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",9,"provisorisch"
"2025-03-10T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",88.69,"provisorisch"
"2025-03-10T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-10T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",15190.15,"provisorisch"
"2025-03-10T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",35.61,"provisorisch"
"2025-03-10T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",14.95,"provisorisch"
"2025-03-10T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",45.17,"provisorisch"
"2025-03-10T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",39.43,"provisorisch"
"2025-03-10T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",17.05,"provisorisch"
"2025-03-10T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",10.62,"provisorisch"
"2025-03-10T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",74.92,"provisorisch"
"2025-03-10T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-10T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.11,"provisorisch"
"2025-03-10T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.88,"provisorisch"
"2025-03-10T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",10.33,"provisorisch"
"2025-03-10T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",80.89,"provisorisch"
"2025-03-10T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",97.52,"provisorisch"
"2025-03-10T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-11T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-03-11T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-03-11T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",26.79,"provisorisch"
"2025-03-11T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",12.75,"provisorisch"
"2025-03-11T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",31.68,"provisorisch"
"2025-03-11T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",39.8,"provisorisch"
"2025-03-11T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",14.26,"provisorisch"
"2025-03-11T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.92,"provisorisch"
"2025-03-11T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",84.85,"provisorisch"
"2025-03-11T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-11T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-03-11T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",40.44,"provisorisch"
"2025-03-11T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",24.31,"provisorisch"
"2025-03-11T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",40.06,"provisorisch"
"2025-03-11T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",35.99,"provisorisch"
"2025-03-11T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",13.6,"provisorisch"
"2025-03-11T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",8.36,"provisorisch"
"2025-03-11T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",84.24,"provisorisch"
"2025-03-11T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-11T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",17082.72,"provisorisch"
"2025-03-11T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",39.39,"provisorisch"
"2025-03-11T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",21.79,"provisorisch"
"2025-03-11T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",41.93,"provisorisch"
"2025-03-11T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",31.36,"provisorisch"
"2025-03-11T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",15.17,"provisorisch"
"2025-03-11T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",8.92,"provisorisch"
"2025-03-11T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",79.25,"provisorisch"
"2025-03-11T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-11T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",9.32,"provisorisch"
"2025-03-11T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",3.13,"provisorisch"
"2025-03-11T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",13.02,"provisorisch"
"2025-03-11T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",67.92,"provisorisch"
"2025-03-11T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",92.71,"provisorisch"
"2025-03-11T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-12T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-03-12T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-03-12T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",16.3,"provisorisch"
"2025-03-12T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.85,"provisorisch"
"2025-03-12T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",25.27,"provisorisch"
"2025-03-12T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",41.58,"provisorisch"
"2025-03-12T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",7.25,"provisorisch"
"2025-03-12T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",4.71,"provisorisch"
"2025-03-12T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",65.53,"provisorisch"
"2025-03-12T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-12T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-03-12T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",36.31,"provisorisch"
"2025-03-12T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",20.57,"provisorisch"
"2025-03-12T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",37.89,"provisorisch"
"2025-03-12T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",34.2,"provisorisch"
"2025-03-12T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",8.29,"provisorisch"
"2025-03-12T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",5.14,"provisorisch"
"2025-03-12T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",56.38,"provisorisch"
"2025-03-12T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-12T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",16455.33,"provisorisch"
"2025-03-12T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",33.62,"provisorisch"
"2025-03-12T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",17.19,"provisorisch"
"2025-03-12T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",37.93,"provisorisch"
"2025-03-12T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",29.82,"provisorisch"
"2025-03-12T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",8.01,"provisorisch"
"2025-03-12T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",4.62,"provisorisch"
"2025-03-12T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",50.75,"provisorisch"
"2025-03-12T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-12T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",8.06,"provisorisch"
"2025-03-12T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.31,"provisorisch"
"2025-03-12T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",13.41,"provisorisch"
"2025-03-12T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",57.65,"provisorisch"
"2025-03-12T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",70.58,"provisorisch"
"2025-03-12T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-13T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-03-13T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-03-13T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",11.8,"provisorisch"
"2025-03-13T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.51,"provisorisch"
"2025-03-13T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",15.64,"provisorisch"
"2025-03-13T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",40.98,"provisorisch"
"2025-03-13T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",9.94,"provisorisch"
"2025-03-13T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.57,"provisorisch"
"2025-03-13T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",73.54,"provisorisch"
"2025-03-13T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-13T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-03-13T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",23.62,"provisorisch"
"2025-03-13T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",14.45,"provisorisch"
"2025-03-13T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",23.01,"provisorisch"
"2025-03-13T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",39.61,"provisorisch"
"2025-03-13T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",10.29,"provisorisch"
"2025-03-13T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",7.99,"provisorisch"
"2025-03-13T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",69.01,"provisorisch"
"2025-03-13T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-13T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",10261.03,"provisorisch"
"2025-03-13T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",28.42,"provisorisch"
"2025-03-13T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",18.62,"provisorisch"
"2025-03-13T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",25.8,"provisorisch"
"2025-03-13T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",33.71,"provisorisch"
"2025-03-13T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",10.91,"provisorisch"
"2025-03-13T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",7.86,"provisorisch"
"2025-03-13T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",61.94,"provisorisch"
"2025-03-13T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-13T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.75,"provisorisch"
"2025-03-13T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.33,"provisorisch"
"2025-03-13T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",10.87,"provisorisch"
"2025-03-13T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",46.59,"provisorisch"
"2025-03-13T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",77.54,"provisorisch"
"2025-03-13T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-14T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-03-14T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-03-14T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",13.06,"provisorisch"
"2025-03-14T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",5.3,"provisorisch"
"2025-03-14T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",16.85,"provisorisch"
"2025-03-14T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",46.46,"provisorisch"
"2025-03-14T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",11.55,"provisorisch"
"2025-03-14T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",8.81,"provisorisch"
"2025-03-14T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",55.16,"provisorisch"
"2025-03-14T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-14T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-03-14T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",22.21,"provisorisch"
"2025-03-14T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",13.29,"provisorisch"
"2025-03-14T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",22.1,"provisorisch"
"2025-03-14T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",46.51,"provisorisch"
"2025-03-14T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",12.02,"provisorisch"
"2025-03-14T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",9.28,"provisorisch"
"2025-03-14T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",58.79,"provisorisch"
"2025-03-14T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-14T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",9974.54,"provisorisch"
"2025-03-14T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",21.44,"provisorisch"
"2025-03-14T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",12.97,"provisorisch"
"2025-03-14T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",21.13,"provisorisch"
"2025-03-14T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",43.3,"provisorisch"
"2025-03-14T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",12.58,"provisorisch"
"2025-03-14T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",9.13,"provisorisch"
"2025-03-14T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",55.77,"provisorisch"
"2025-03-14T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-14T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.97,"provisorisch"
"2025-03-14T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.84,"provisorisch"
"2025-03-14T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",8.23,"provisorisch"
"2025-03-14T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",52.48,"provisorisch"
"2025-03-14T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",62.13,"provisorisch"
"2025-03-14T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",8.77,"provisorisch"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.01,"provisorisch"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",12.15,"provisorisch"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",43.35,"provisorisch"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",13.78,"provisorisch"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",11.65,"provisorisch"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",52.96,"provisorisch"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-15T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",12.95,"provisorisch"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",6.33,"provisorisch"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",15.06,"provisorisch"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",44.77,"provisorisch"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",13.41,"provisorisch"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",12.1,"provisorisch"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",56.28,"provisorisch"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-15T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",6739.55,"provisorisch"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",15.48,"provisorisch"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",7.98,"provisorisch"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",17.36,"provisorisch"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",40.19,"provisorisch"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",14.62,"provisorisch"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",12.23,"provisorisch"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",49.47,"provisorisch"
"2025-03-15T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-15T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.24,"provisorisch"
"2025-03-15T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.53,"provisorisch"
"2025-03-15T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",7.3,"provisorisch"
"2025-03-15T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",46.13,"provisorisch"
"2025-03-15T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",56.64,"provisorisch"
"2025-03-15T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-03-16T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-03-16T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-03-16T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",10.32,"provisorisch"
"2025-03-16T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.26,"provisorisch"
"2025-03-16T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",14.74,"provisorisch"
"2025-03-16T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",33.07,"provisorisch"
"2025-03-16T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",9.19,"provisorisch"
"2025-03-16T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",8.08,"provisorisch"
