"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2025-01-21T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",57.78,"provisorisch"
"2025-01-21T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",49.42,"provisorisch"
"2025-01-21T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",34.71,"provisorisch"
"2025-01-21T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",2.97,"provisorisch"
"2025-01-21T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",10.98,"provisorisch"
"2025-01-21T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-22T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-01-22T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-01-22T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",63.95,"provisorisch"
"2025-01-22T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",51.01,"provisorisch"
"2025-01-22T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",44.09,"provisorisch"
"2025-01-22T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",1.9,"provisorisch"
"2025-01-22T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",21.95,"provisorisch"
"2025-01-22T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",18.07,"provisorisch"
"2025-01-22T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",4.86,"provisorisch"
"2025-01-22T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-22T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-01-22T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",83.41,"provisorisch"
"2025-01-22T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",72.1,"provisorisch"
"2025-01-22T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",48.98,"provisorisch"
"2025-01-22T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",2.13,"provisorisch"
"2025-01-22T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",22.3,"provisorisch"
"2025-01-22T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",19.73,"provisorisch"
"2025-01-22T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",5.22,"provisorisch"
"2025-01-22T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-22T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",17717.03,"provisorisch"
"2025-01-22T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",77.87,"provisorisch"
"2025-01-22T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",66.2,"provisorisch"
"2025-01-22T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",47.43,"provisorisch"
"2025-01-22T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",0.9,"provisorisch"
"2025-01-22T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",22.4,"provisorisch"
"2025-01-22T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",20.21,"provisorisch"
"2025-01-22T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",3.53,"provisorisch"
"2025-01-22T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-22T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",40.94,"provisorisch"
"2025-01-22T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",26.92,"provisorisch"
"2025-01-22T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",37.02,"provisorisch"
"2025-01-22T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",4.14,"provisorisch"
"2025-01-22T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",13.42,"provisorisch"
"2025-01-22T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-23T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-01-23T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-01-23T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",35.41,"provisorisch"
"2025-01-23T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",22.81,"provisorisch"
"2025-01-23T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",32.75,"provisorisch"
"2025-01-23T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",24.12,"provisorisch"
"2025-01-23T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",13.59,"provisorisch"
"2025-01-23T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",10.42,"provisorisch"
"2025-01-23T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",59.4,"provisorisch"
"2025-01-23T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-23T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-01-23T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",52.82,"provisorisch"
"2025-01-23T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",38.98,"provisorisch"
"2025-01-23T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",41.24,"provisorisch"
"2025-01-23T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",20.33,"provisorisch"
"2025-01-23T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",13.16,"provisorisch"
"2025-01-23T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",10.52,"provisorisch"
"2025-01-23T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",46.18,"provisorisch"
"2025-01-23T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-23T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",15099.68,"provisorisch"
"2025-01-23T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",59.95,"provisorisch"
"2025-01-23T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",44.94,"provisorisch"
"2025-01-23T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",45.75,"provisorisch"
"2025-01-23T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",14.09,"provisorisch"
"2025-01-23T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",14.65,"provisorisch"
"2025-01-23T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",11.46,"provisorisch"
"2025-01-23T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",49.25,"provisorisch"
"2025-01-23T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-23T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",12.3,"provisorisch"
"2025-01-23T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",3.91,"provisorisch"
"2025-01-23T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",17.53,"provisorisch"
"2025-01-23T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",43.51,"provisorisch"
"2025-01-23T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",63.01,"provisorisch"
"2025-01-23T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-24T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-01-24T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-01-24T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",21.16,"provisorisch"
"2025-01-24T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",7.46,"provisorisch"
"2025-01-24T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",29.03,"provisorisch"
"2025-01-24T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",29.42,"provisorisch"
"2025-01-24T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",12.98,"provisorisch"
"2025-01-24T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.14,"provisorisch"
"2025-01-24T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",53.2,"provisorisch"
"2025-01-24T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-24T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-01-24T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",28.82,"provisorisch"
"2025-01-24T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",14.29,"provisorisch"
"2025-01-24T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",33.2,"provisorisch"
"2025-01-24T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",29.38,"provisorisch"
"2025-01-24T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",10.4,"provisorisch"
"2025-01-24T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",6.53,"provisorisch"
"2025-01-24T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",57.48,"provisorisch"
"2025-01-24T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-24T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",14320.46,"provisorisch"
"2025-01-24T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",58.39,"provisorisch"
"2025-01-24T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",41.31,"provisorisch"
"2025-01-24T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",48.33,"provisorisch"
"2025-01-24T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",16.46,"provisorisch"
"2025-01-24T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",14.29,"provisorisch"
"2025-01-24T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",7.67,"provisorisch"
"2025-01-24T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",33.66,"provisorisch"
"2025-01-24T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-24T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",8.57,"provisorisch"
"2025-01-24T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.82,"provisorisch"
"2025-01-24T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",13.6,"provisorisch"
"2025-01-24T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",50.57,"provisorisch"
"2025-01-24T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",65.56,"provisorisch"
"2025-01-24T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-25T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-01-25T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-01-25T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",22.05,"provisorisch"
"2025-01-25T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",5.37,"provisorisch"
"2025-01-25T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",33.94,"provisorisch"
"2025-01-25T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",32.36,"provisorisch"
"2025-01-25T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",9.92,"provisorisch"
"2025-01-25T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",5.61,"provisorisch"
"2025-01-25T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",76.34,"provisorisch"
"2025-01-25T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-25T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-01-25T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",35.26,"provisorisch"
"2025-01-25T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",15.65,"provisorisch"
"2025-01-25T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",43.43,"provisorisch"
"2025-01-25T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",25.09,"provisorisch"
"2025-01-25T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",10.59,"provisorisch"
"2025-01-25T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",7.29,"provisorisch"
"2025-01-25T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",75.74,"provisorisch"
"2025-01-25T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-25T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",21606,"provisorisch"
"2025-01-25T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",53.88,"provisorisch"
"2025-01-25T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",32.79,"provisorisch"
"2025-01-25T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",52.75,"provisorisch"
"2025-01-25T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",20.36,"provisorisch"
"2025-01-25T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",10.76,"provisorisch"
"2025-01-25T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",5.72,"provisorisch"
"2025-01-25T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",58.95,"provisorisch"
"2025-01-25T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-25T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",5.03,"provisorisch"
"2025-01-25T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.86,"provisorisch"
"2025-01-25T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",8.31,"provisorisch"
"2025-01-25T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",70.61,"provisorisch"
"2025-01-25T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",85.4,"provisorisch"
"2025-01-25T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-26T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-01-26T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-01-26T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",8.87,"provisorisch"
"2025-01-26T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",1.7,"provisorisch"
"2025-01-26T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",14.36,"provisorisch"
"2025-01-26T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",67.51,"provisorisch"
"2025-01-26T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",4.92,"provisorisch"
"2025-01-26T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",2.67,"provisorisch"
"2025-01-26T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",88.87,"provisorisch"
"2025-01-26T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-26T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-01-26T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",14.44,"provisorisch"
"2025-01-26T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",5.79,"provisorisch"
"2025-01-26T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",18.73,"provisorisch"
"2025-01-26T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",65.66,"provisorisch"
"2025-01-26T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",5.05,"provisorisch"
"2025-01-26T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",2.78,"provisorisch"
"2025-01-26T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",89.91,"provisorisch"
"2025-01-26T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-26T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",11646.75,"provisorisch"
"2025-01-26T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",19.72,"provisorisch"
"2025-01-26T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",8.93,"provisorisch"
"2025-01-26T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",24.01,"provisorisch"
"2025-01-26T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",61.08,"provisorisch"
"2025-01-26T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",5.06,"provisorisch"
"2025-01-26T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",1.97,"provisorisch"
"2025-01-26T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",85.44,"provisorisch"
"2025-01-26T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-26T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.75,"provisorisch"
"2025-01-26T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.81,"provisorisch"
"2025-01-26T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",7.85,"provisorisch"
"2025-01-26T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",75,"provisorisch"
"2025-01-26T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",91.93,"provisorisch"
"2025-01-26T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-27T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-01-27T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-01-27T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",18.02,"provisorisch"
"2025-01-27T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",5.54,"provisorisch"
"2025-01-27T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",25.96,"provisorisch"
"2025-01-27T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",47.1,"provisorisch"
"2025-01-27T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",4.95,"provisorisch"
"2025-01-27T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",2.88,"provisorisch"
"2025-01-27T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",83.59,"provisorisch"
"2025-01-27T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-27T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-01-27T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",34.25,"provisorisch"
"2025-01-27T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",18.53,"provisorisch"
"2025-01-27T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",37.09,"provisorisch"
"2025-01-27T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",41.37,"provisorisch"
"2025-01-27T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",6.19,"provisorisch"
"2025-01-27T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",3.41,"provisorisch"
"2025-01-27T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",85.92,"provisorisch"
"2025-01-27T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-27T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",15829.81,"provisorisch"
"2025-01-27T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",35.21,"provisorisch"
"2025-01-27T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",18.77,"provisorisch"
"2025-01-27T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",38.56,"provisorisch"
"2025-01-27T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",37.58,"provisorisch"
"2025-01-27T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",5.92,"provisorisch"
"2025-01-27T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",2.66,"provisorisch"
"2025-01-27T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",75.47,"provisorisch"
"2025-01-27T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-27T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.68,"provisorisch"
"2025-01-27T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.83,"provisorisch"
"2025-01-27T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",7.68,"provisorisch"
"2025-01-27T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",69.89,"provisorisch"
"2025-01-27T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",89.52,"provisorisch"
"2025-01-27T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-28T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-01-28T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-01-28T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",10.89,"provisorisch"
"2025-01-28T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",2.79,"provisorisch"
"2025-01-28T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",16.55,"provisorisch"
"2025-01-28T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",58.27,"provisorisch"
"2025-01-28T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",5.78,"provisorisch"
"2025-01-28T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",2.52,"provisorisch"
"2025-01-28T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",70.23,"provisorisch"
"2025-01-28T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-28T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"provisorisch"
"2025-01-28T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",13.96,"provisorisch"
"2025-01-28T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",5.01,"provisorisch"
"2025-01-28T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",19.01,"provisorisch"
"2025-01-28T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",59.55,"provisorisch"
"2025-01-28T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",4.31,"provisorisch"
"2025-01-28T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",1.98,"provisorisch"
"2025-01-28T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",72.65,"provisorisch"
"2025-01-28T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-28T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",9670.52,"provisorisch"
"2025-01-28T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",32.3,"provisorisch"
"2025-01-28T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",18.64,"provisorisch"
"2025-01-28T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",33.19,"provisorisch"
"2025-01-28T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",45.9,"provisorisch"
"2025-01-28T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",5.59,"provisorisch"
"2025-01-28T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",1.79,"provisorisch"
"2025-01-28T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",62.88,"provisorisch"
"2025-01-28T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-28T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.1,"provisorisch"
"2025-01-28T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.01,"provisorisch"
"2025-01-28T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",10.12,"provisorisch"
"2025-01-28T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",65.38,"provisorisch"
"2025-01-28T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",74.58,"provisorisch"
"2025-01-28T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2025-01-29T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",NA,"provisorisch"
"2025-01-29T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"provisorisch"
"2025-01-29T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",13.48,"provisorisch"
"2025-01-29T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.01,"provisorisch"
"2025-01-29T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",19.62,"provisorisch"
"2025-01-29T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",54.94,"provisorisch"
"2025-01-29T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",7.81,"provisorisch"
"2025-01-29T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",3.41,"provisorisch"
"2025-01-29T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",76.14,"provisorisch"
"2025-01-29T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
